Time,Surface Speed (m/s),GForce (g),Acceleration (m/s^2),Thrust (kN),TWR,Mass (t),Pitch (deg),Heading (deg),Roll (deg),Angle of Attack (deg),Mach number,Altitude from Terrain (m),Altitude from the Sea (m),Downrange Distance (m),Latitude (deg),Longitude (deg),Apoapsis (m),Periapsis (m),Time to Apoapsis (s),Time to Periapsis (s),Inclination (deg),Orbital Velocity (m/s),Gravity (m/s^2),Target Distance (m),Target Speed (m/s),Stage DeltaV (m/s),Vessel DeltaV (m/s),Pressure (kPa),External Temperature (K),
1,110.31,11.94,107.47,26.16,,0.21,78.49,,-88.46,0,0.29,,154.68,11.23,28.60839,-80.59986,,,,,,,,,,,,99.54,293.97,
2,222.1,12.55,113.56,26.2,,0.2,77.76,,-85.09,0,0.61,,317.89,45.83,28.60839,-80.60022,,,,,,,,,,,,97.66,293.11,
3,336.94,12.63,114.32,26.27,,0.19,77.31,,-82.16,0,0.95,,592.02,106.63,28.60839,-80.60084,,,,,,,,,,,,94.55,324.49,
4,433.63,10.4,92.51,26.34,,0.17,76.98,,-82.38,0,1.24,,969.99,193.01,28.60838,-80.60173,,,,,,,,,,,,90.4,423.32,
5,534.45,11.4,102.26,26.41,,0.16,76.71,,-87,0,1.54,,1441.76,303.39,28.60837,-80.60286,,,,,,,,,,,,85.43,523.27,
6,632.08,10.7,95.39,26.46,,0.15,76.48,,-92.59,0,1.84,,2010.66,439.08,28.60836,-80.60425,,,,,,,,,,,,79.74,621.7,
7.02,667.63,4.55,54.17,0,,0.14,76.26,,-97.92,0,2.02,,2675.06,600.2,28.60834,-80.6059,,,,,,,,,,,,73.5,677.23,
8.04,589.42,6.41,72.44,0,,0.09,76.04,,-107.91,0,1.79,,3295.5,753.07,28.60833,-80.60746,,,,,,,,,,,,68.04,597.13,
9.04,528.22,4.84,56.99,0,,0.09,75.78,,-112.72,0,1.61,,3835.75,888.59,28.60831,-80.60885,,,,,,,,,,,,63.57,534.3,
10.04,478.96,3.77,46.52,0,,0.09,75.49,,-115.18,0,1.47,,4322.35,1013.11,28.6083,-80.61013,,,,,,,,,,,,59.75,483.95,
11.04,437.15,3.15,40.41,0,,0.09,75.17,,-116.54,0,1.34,,4764.66,1128.8,28.60829,-80.61131,,,,,,,,,,,,56.45,441.56,
12.04,396.83,3.18,40.67,0,,0.09,74.82,,-117.33,0,1.23,,5167.11,1236.59,28.60828,-80.61242,,,,,,,,,,,,53.58,401.31,
13.06,356.39,2.98,38.7,0,,0.09,74.4,,-117.84,0,1.11,,5536.82,1338.28,28.60827,-80.61346,,,,,,,,,,,,51.05,360.56,
14.06,324.08,1.97,28.88,0,,0.09,73.94,,-118.16,0,1.01,,5862.91,1430.64,28.60826,-80.6144,,,,,,,,,,,,48.9,327.07,
15.08,301.66,1.05,19.88,0,,0.09,73.42,,-118.39,0,0.94,,6168.31,1519.98,28.60825,-80.61532,,,,,,,,,,,,46.96,303.75,
16.08,284.73,0.7,16.42,0,,0.09,72.86,,-118.54,0,0.89,,6448.52,1604.84,28.60824,-80.61619,,,,,,,,,,,,45.23,286.48,
17.1,269.31,0.55,15,0,,0.09,72.23,,-118.66,0,0.84,,6717.8,1689.45,28.60823,-80.61705,,,,,,,,,,,,43.62,270.91,
18.1,255.42,0.44,13.93,0,,0.09,71.56,,-118.74,0,0.8,,6966.95,1770.84,28.60822,-80.61789,,,,,,,,,,,,42.18,256.9,
19.1,242.46,0.35,13.1,0,,0.09,70.83,,-118.8,0,0.76,,7202.4,1850.96,28.60821,-80.61871,,,,,,,,,,,,40.84,253.34,
20.12,230.02,0.28,12.44,0,,0.09,70.02,,-118.85,0,0.73,,7429.25,1931.58,28.60821,-80.61953,,,,,,,,,,,,39.59,251.87,
21.12,218.45,0.23,11.93,0,,0.09,69.14,,-118.88,0,0.69,,7639.22,2009.72,28.6082,-80.62033,,,,,,,,,,,,38.46,250.49,
22.14,207.16,0.19,11.51,0,,0.09,68.16,,-118.9,0,0.66,,7841.22,2088.64,28.60819,-80.62114,,,,,,,,,,,,37.4,249.13,
23.14,196.51,0.15,11.18,0,,0.09,67.1,,-118.92,-0.01,0.63,,8027.71,2165.36,28.60818,-80.62193,,,,,,,,,,,,36.44,247.85,
24.14,186.23,0.13,10.92,0,,0.09,65.94,,-118.93,-0.01,0.6,,8203.08,2241.52,28.60817,-80.62271,,,,,,,,,,,,35.56,246.65,
25.16,176.06,0.11,10.71,0,,0.09,64.62,,-118.95,-0.01,0.56,,8370.76,2318.71,28.60817,-80.6235,,,,,,,,,,,,34.73,245.49,
26.16,166.38,0.09,10.54,0,,0.09,63.18,,-118.96,-0.01,0.53,,8524.37,2393.96,28.60816,-80.62427,,,,,,,,,,,,33.99,244.44,
27.18,156.78,0.07,10.4,0,,0.09,61.55,,-118.96,-0.01,0.5,,8670.23,2470.33,28.60815,-80.62505,,,,,,,,,,,,33.29,243.43,
28.2,147.46,0.06,10.29,0,,0.09,59.71,,-118.97,-0.01,0.48,,8805.29,2546.36,28.60814,-80.62583,,,,,,,,,,,,32.66,242.51,
29.2,138.57,0.05,10.19,0,,0.09,57.69,,-118.98,-0.01,0.45,,8927.33,2620.59,28.60813,-80.62659,,,,,,,,,,,,32.09,241.67,
30.22,129.8,0.04,10.11,0,,0.09,55.35,,-118.98,-0.02,0.42,,9041.32,2696.03,28.60812,-80.62736,,,,,,,,,,,,31.57,240.89,
31.22,121.51,0.04,10.05,0,,0.09,52.76,,-118.99,-0.02,0.39,,9142.86,2769.73,28.60811,-80.62812,,,,,,,,,,,,31.12,240.19,
32.24,113.4,0.03,9.98,0,,0.09,49.74,,-119,-0.03,0.37,,9236.08,2844.67,28.60811,-80.62889,,,,,,,,,,,,30.7,239.56,
33.24,105.86,0.03,9.93,0,,0.09,46.36,,-119,-0.03,0.34,,9317.38,2917.92,28.6081,-80.62964,,,,,,,,,,,,30.34,239,
34.26,98.66,0.02,9.88,0,,0.09,42.4,,-119.01,-0.04,0.32,,9390.07,2992.42,28.60809,-80.6304,,,,,,,,,,,,30.02,238.51,
35.28,92.03,0.02,9.84,0,,0.09,37.88,,-119.01,-0.05,0.3,,9452.46,3066.72,28.60808,-80.63116,,,,,,,,,,,,29.75,238.08,
36.28,86.22,0.02,9.8,0,,0.09,32.81,,-119.02,-0.06,0.28,,9503.67,3139.38,28.60807,-80.63191,,,,,,,,,,,,29.53,237.74,
37.3,81.11,0.02,9.77,0,,0.09,26.95,,-119.02,-0.07,0.26,,9545.78,3213.31,28.60806,-80.63266,,,,,,,,,,,,29.35,237.45,
38.3,77.06,0.02,9.75,0,,0.09,20.53,,-119.02,-0.08,0.25,,9577.15,3285.61,28.60805,-80.6334,,,,,,,,,,,,29.22,237.24,
39.32,74.05,0.01,9.74,0,,0.09,13.36,,-119.02,-0.09,0.24,,9599.08,3359.19,28.60804,-80.63416,,,,,,,,,,,,29.12,237.08,
40.32,72.34,0.01,9.74,0,,0.09,5.85,,-119.02,-0.09,0.23,,9610.71,3431.17,28.60804,-80.63489,,,,,,,,,,,,29.07,237,
41.32,71.92,0.01,9.75,0,,0.09,-1.91,,-119.02,-0.08,0.23,,9612.59,3503,28.60803,-80.63563,,,,,,,,,,,,29.06,236.99,
42.34,72.85,0.01,9.76,0,,0.09,-9.78,,-119.02,-0.08,0.24,,9604.45,3576.1,28.60802,-80.63638,,,,,,,,,,,,29.09,237.04,
43.34,75.03,0.01,9.77,0,,0.09,-17.19,,-119.02,-0.06,0.24,,9586.63,3647.62,28.60801,-80.63711,,,,,,,,,,,,29.17,237.15,
44.36,78.45,0.01,9.76,0,,0.09,-24.2,,-119.02,-0.05,0.25,,9558.42,3720.41,28.608,-80.63786,,,,,,,,,,,,29.28,237.34,
45.38,82.91,0.02,9.74,0,,0.09,-30.55,,-119.01,-0.04,0.27,,9520.08,3793.03,28.60799,-80.6386,,,,,,,,,,,,29.44,237.6,
46.38,88.12,0.02,9.72,0,,0.09,-36.07,,-119.01,-0.04,0.28,,9472.7,3864.06,28.60798,-80.63933,,,,,,,,,,,,29.65,237.91,
47.38,94.03,0.02,9.68,0,,0.09,-40.92,,-119,-0.03,0.3,,9415.63,3934.91,28.60797,-80.64005,,,,,,,,,,,,29.89,238.3,
48.4,100.63,0.02,9.65,0,,0.09,-45.25,,-118.99,-0.02,0.32,,9347.48,4007,28.60796,-80.64079,,,,,,,,,,,,30.18,238.76,
49.42,107.69,0.03,9.6,0,,0.09,-49.01,,-118.99,-0.02,0.34,,9269.32,4078.88,28.60795,-80.64153,,,,,,,,,,,,30.53,239.28,
50.42,114.95,0.03,9.55,0,,0.09,-52.23,,-118.98,-0.02,0.37,,9183.03,4149.16,28.60794,-80.64225,,,,,,,,,,,,30.91,239.87,
51.44,122.64,0.04,9.5,0,,0.09,-55.1,,-118.97,-0.01,0.39,,9085.19,4220.62,28.60793,-80.64298,,,,,,,,,,,,31.34,240.53,
52.44,130.38,0.04,9.44,0,,0.09,-57.57,,-118.97,-0.01,0.42,,8979.69,4290.44,28.60792,-80.6437,,,,,,,,,,,,31.82,241.25,
53.46,138.43,0.05,9.37,0,,0.09,-59.79,,-118.96,-0.01,0.44,,8862.39,4361.41,28.60791,-80.64442,,,,,,,,,,,,32.35,242.05,
54.46,146.42,0.06,9.3,0,,0.09,-61.73,,-118.95,-0.01,0.47,,8737.94,4430.71,28.6079,-80.64513,,,,,,,,,,,,32.93,242.9,
55.48,154.65,0.07,9.21,0,,0.09,-63.48,,-118.94,-0.01,0.49,,8601.44,4501.1,28.60789,-80.64585,,,,,,,,,,,,33.57,243.83,
56.48,162.73,0.08,9.11,0,,0.09,-65.03,,-118.93,-0.01,0.52,,8458.35,4569.8,28.60788,-80.64656,,,,,,,,,,,,34.26,244.82,
57.5,170.97,0.09,8.99,0,,0.09,-66.44,,-118.92,-0.01,0.54,,8303.05,4639.51,28.60787,-80.64727,,,,,,,,,,,,35.01,245.88,
58.5,179,0.1,8.85,0,,0.09,-67.7,,-118.92,0,0.57,,8141.75,4707.47,28.60786,-80.64797,,,,,,,,,,,,35.81,246.99,
59.52,187.1,0.12,8.68,0,,0.09,-68.86,,-118.91,0,0.59,,7968.16,4776.37,28.60785,-80.64867,,,,,,,,,,,,36.69,248.17,
60.54,195.08,0.14,8.49,0,,0.09,-69.92,,-118.9,0,0.61,,7785.58,4844.78,28.60784,-80.64937,,,,,,,,,,,,37.63,249.41,
61.54,202.76,0.16,8.28,0,,0.09,-70.88,,-118.89,0,0.64,,7598.06,4911.33,28.60783,-80.65006,,,,,,,,,,,,38.62,250.67,
62.54,210.24,0.19,8.05,0,,0.09,-71.76,,-118.88,0,0.66,,7402.32,4977.32,28.60782,-80.65073,,,,,,,,,,,,39.67,251.96,
63.56,217.64,0.22,7.77,0,,0.09,-72.58,,-118.88,0,0.68,,7194.46,5043.98,28.60781,-80.65141,,,,,,,,,,,,40.82,253.3,
64.56,224.64,0.25,7.48,0,,0.09,-73.33,,-118.87,0,0.7,,6982.91,5108.65,28.6078,-80.65208,,,,,,,,,,,,42.01,254.63,
65.56,231.35,0.28,7.16,0,,0.09,-74.03,,-118.86,0,0.72,,6763.99,5172.56,28.60779,-80.65273,,,,,,,,,,,,43.27,255.99,
66.56,237.74,0.32,6.82,0,,0.09,-74.69,,-118.85,0,0.74,,6538.01,5235.67,28.60778,-80.65338,,,,,,,,,,,,44.61,257.41,
67.56,243.78,0.36,6.45,0,,0.09,-75.3,,-118.84,0,0.75,,6305.36,5297.89,28.60777,-80.65401,,,,,,,,,,,,46.02,258.86,
68.56,249.46,0.4,6.07,0,,0.09,-75.87,,-118.84,0,0.77,,6066.4,5359.17,28.60776,-80.65464,,,,,,,,,,,,47.51,260.36,
69.56,254.74,0.44,5.67,0,,0.09,-76.41,,-118.83,0,0.78,,5821.53,5419.43,28.60775,-80.65526,,,,,,,,,,,,49.07,261.88,
70.58,259.71,0.49,5.25,0,,0.09,-76.94,,-118.82,0,0.8,,5566.13,5479.8,28.60774,-80.65588,,,,,,,,,,,,50.75,263.47,
71.6,264.25,0.53,4.84,0,,0.09,-77.43,,-118.81,0,0.81,,5305.47,5538.98,28.60773,-80.65648,,,,,,,,,,,,52.51,265.08,
72.62,268.35,0.58,4.42,0,,0.09,-77.9,,-118.8,0,0.82,,5040.02,5596.92,28.60773,-80.65708,,,,,,,,,,,,54.35,267.93,
73.62,271.94,0.62,4.01,0,,0.09,-78.33,,-118.8,0,0.83,,4775.59,5652.47,28.60772,-80.65765,,,,,,,,,,,,56.24,271.57,
74.64,275.18,0.67,3.61,0,,0.09,-78.76,,-118.79,0,0.83,,4502.03,5707.8,28.60771,-80.65821,,,,,,,,,,,,58.25,274.85,
75.66,277.98,0.71,3.23,0,,0.09,-79.16,,-118.78,0,0.84,,4225.07,5761.74,28.6077,-80.65877,,,,,,,,,,,,60.35,277.7,
76.66,280.33,0.75,2.88,0,,0.09,-79.54,,-118.78,0,0.85,,3950.66,5813.24,28.60769,-80.65929,,,,,,,,,,,,62.49,280.09,
77.68,282.32,0.79,2.54,0,,0.09,-79.92,,-118.77,0,0.85,,3668.25,5864.33,28.60768,-80.65982,,,,,,,,,,,,64.76,282.12,
78.68,283.9,0.83,2.25,0,,0.09,-80.27,,-118.76,0,0.85,,3389.3,5912.98,28.60767,-80.66031,,,,,,,,,,,,67.07,283.75,
79.7,285.16,0.87,1.99,0,,0.09,-80.61,,-118.76,0,0.85,,3103.06,5961.12,28.60766,-80.66081,,,,,,,,,,,,69.5,285.04,
80.7,286.06,0.9,1.78,0,,0.09,-80.94,,-118.75,0,0.85,,2821.1,6006.86,28.60766,-80.66128,,,,,,,,,,,,71.98,285.98,
81.72,286.67,0.93,1.61,0,,0.09,-81.25,,-118.74,0,0.85,,2532.49,6052.02,28.60765,-80.66174,,,,,,,,,,,,74.59,286.62,
82.72,286.98,0.96,1.5,0,,0.09,-81.56,,-118.74,0,0.85,,2248.86,6094.83,28.60764,-80.66218,,,,,,,,,,,,77.24,286.96,
83.72,287.02,0.99,1.43,0,,0.09,-81.85,,-118.73,0,0.85,,1964.84,6136.2,28.60764,-80.6626,,,,,,,,,,,,79.97,287.03,
84.72,286.84,1.01,1.41,0,,0.09,-82.13,,-118.72,0,0.85,,1680.68,6176.13,28.60763,-80.66301,,,,,,,,,,,,82.78,286.87,
85.72,286.47,1.03,1.41,0,,0.09,-82.41,,-118.71,0,0.84,,1396.62,6214.65,28.60762,-80.6634,,,,,,,,,,,,85.68,286.71,
86.74,285.91,1.05,1.42,0,,0.09,-82.68,,-118.7,0,0.84,,1107.16,6252.51,28.60761,-80.66379,,,,,,,,,,,,88.72,288.42,
87.74,285.21,1.07,1.45,0,,0.09,-82.93,,-118.69,0,0.84,,823.85,6288.24,28.60761,-80.66416,,,,,,,,,,,,91.79,290.11,
88.74,284.38,1.08,1.49,0,,0.09,-83.18,,-118.69,0,0.83,,541.14,6322.63,28.6076,-80.66451,,,,,,,,,,,,94.94,291.75,
89.76,283.41,1.09,1.52,0,,0.09,-83.43,,-118.67,0,0.83,,253.54,6356.36,28.6076,-80.66486,,,,,,,,,,,,98.24,293.35,
